producto_id,name,categoria_id,subcategoria_id,age_group,genero,tipo_tela,color,estilo,fit,uso,descripcion,tags,marca_id,price,proveedor_id
67,Pantalones de vestir verdes para señoras de distinción,2,17,adulto mayor,mujer,poliester,verde,business casual,tailored,formal events,"Estos pantalones de vestir verdes para señoras de distinción son perfectos para cualquier evento formal, ya sea un encuentro de negocios o una cena de gala. Confeccionados en poliéster resistente y con un corte ajustado que realza la figura, estos pantalones son una excelente opción para cualquier mujer mayor que busque combinar estilo y comodidad. Además, el color verde esmeralda es ideal para cualquier época del año y se puede combinar con una variedad de colores y estilos, desde un blazer clásico hasta un top moderno y atrevido.","['Pantalones de vestir', 'Verde esmeralda', 'Mujer mayor', 'Ralph Lauren', 'Poliéster resistente', 'Corte ajustado', 'Eventos formales', 'Negocios y elegancia', 'Pantalones para trabajo', 'Verano e invierno', 'Clásico y sofisticado', 'Pantalones cómodos']",30,149.0,2
68,Camisa deportiva celeste streetwear para mujer,1,1,adulto mayor,mujer,poliester,celeste,streetwear,slim,gym,"La camisa deportiva celeste de Champion es perfecta para mujeres mayores que buscan una prenda cómoda y versátil para sus sesiones de entrenamiento en el gimnasio. Con su tejido de poliéster transpirable y su estilo streetwear, esta camisa es ideal para mantenerse fresca y cómoda durante las actividades físicas. Además, su diseño slim fit y su color celeste suave la hacen perfecta para combinar con leggings o shorts para un look deportivo y casual. La camisa también cuenta con un discreto estampado de rayas en el pecho, lo que le da un toque de estilo y personalidad.","['Moda urbana', 'Ropa deportiva', 'Mujer mayor', 'Streetwear femenino', 'Poliéster transpirable', 'Colores pastel', 'Slim fit', 'Gimnasio', 'Entrenamiento', 'Deportes', 'Champion calidad', 'Estilo casual', 'Verano']",10,44.0,3
69,Vaqueros Celestes Relajados,2,13,adulto joven,hombre,denim,celeste,casual,regular,casual,"Estos vaqueros celestes relajados son perfectos para un día casual en la ciudad. Confeccionados con denim fresco y de alta calidad, ofrecen un ajuste regular y una comodidad sin igual. El color celeste pastel les da un toque de frescura y estilo, ideal para combinar con camisetas blancas o negras y un par de zapatillas deportivas. Además, cuenta con detalles como bolsillos laterales y una cintura elástica para un ajuste perfecto.","['Vaqueros de moda', 'Ropa casual', 'Denim fresco', 'Colores pastel', 'Moda urbana', 'Ropa para hombre', 'Estilo relajado', 'Vaqueros ajustados', 'Prendas de verano', 'Ropa cómoda', 'Tendencias actuales', 'Zara original']",37,73.0,10
70,Pantalones de vestir gris lana para caballeros,2,17,adulto mayor,hombre,lana,gris,formal,tailored,office,"Estos pantalones de vestir gris de lana son ideales para el caballero que busca un look elegante y sofisticado para su día a día en la oficina. Con su talle ajustado y su estilo clásico, se ajustan perfectamente a cualquier cuerpo y ofrecen una sensación de comodidad y frescura gracias a la lana de alta calidad con la que están fabricados. Además, cuentan con detalles como una costura lateral y un bolsillo trasero con cremallera, lo que los hace aún más prácticos y versátiles.","['Pantalones de lana', 'Ropa formal', 'Para oficina', 'Hombre mayor', 'Estilo clásico', 'Talle ajustado', 'Color gris', 'Fabricado en lana', 'Ropa de invierno', 'Banana Republic', 'Calidad premium', 'Elegancia masculina']",6,91.0,10
71,Pantalones de entrenamiento verde oversize Carhartt,2,20,niño,hombre,algodon,verde,casual,oversize,gym,"Los pantalones de entrenamiento verde oversize Carhartt son ideales para los niños que aman el deporte y la aventura. Con su tejido de algodón transpirable y su diseño casual, estos pantalones son perfectos para una sesión de entrenamiento en el gimnasio o para una salida al aire libre con amigos. Además, su talle oversize y su color verde militar los hacen muy cómodos y versátiles, permitiendo que se puedan combinar con una variedad de prendas y accesorios. Con su calidad y durabilidad característica de la marca Carhartt, estos pantalones son una excelente opción para cualquier niño que busque una prenda deportiva confiable y cómoda.","['pantalones de deporte', 'ropa para gimnasio', 'algodón transpirable', 'estilo casual', 'talle oversize', 'verde militar', 'ropa para niños', 'prendas de entrenamiento', 'moda urbana', 'carhartt auténtico', 'pantalones cómodos', 'para actividades al aire libre']",9,119.0,1
72,Camiseta deportiva amarilla con diseño dinámico,1,1,juvenil,hombre,spandex,amarillo,sport,regular,gym,"La camiseta deportiva amarilla con diseño dinámico es ideal para tus sesiones de entrenamiento en el gimnasio. Confeccionada con spandex, ofrece una gran comodidad y flexibilidad, permitiéndote moverte con libertad. El estampado de rayas horizontales en el pecho y la espalda le da un toque de estilo y personalidad, mientras que el cuello redondo y la manga corta garantizan una gran ventilación y transpiración.","['camiseta de entrenamiento', 'ropa deportiva', 'hombre', 'juvenil', 'amarillo', 'spandex', 'sport', 'gym', 'Champion', 'regular fit', 'diseño deportivo', 'estampado de rayas', 'camiseta transpirable']",10,29.0,10
73,Joggers Beige Urbanos de Adidas para Caballeros,2,14,adulto mayor,hombre,poliester,beige,streetwear,slim,casual,"Estos joggers beige urbanos de Adidas son ideales para un look casual y deportivo. Confeccionados con poliester transpirable, garantizan comodidad y frescura en cualquier época del año. La forma slim y el estilo streetwear los convierten en la opción perfecta para un día de ciudad o para una sesión de entrenamiento. Además, cuentan con un bolsillo lateral para llevar tus pertenencias de manera segura y práctica.","['Ropa deportiva', 'Streetwear', 'Moda urbana', 'Pantalones slim', 'Beige claro', 'Poliester transpirable', 'Adidas originales', 'Ropa casual', 'Verano', 'Invierno', 'Otoño', 'Primavera', 'Joggers para hombre', 'Ropa cómoda']",2,49.0,9
74,Falda Street Urbana Noche,2,19,juvenil,mujer,algodon,negro,streetwear,regular,daily,"La Falda Street Urbana Noche es el complemento perfecto para cualquier look juvenil y divertido. Confeccionada en algodón suave y resistente, esta falda negra intenso es ideal para un día en la ciudad o una noche en el pueblo. La falda tiene un corte asimétrico en la parte inferior y un pequeño bolsillo lateral para llevar tus cosas esenciales. Puedes combinarla con una camiseta blanca y zapatillas deportivas para un look relajado o con un top brillante y tacones para una noche de fiesta.","['Moda urbana', 'Ropa para mujeres jóvenes', 'Falda de algodón', 'Negro intenso', 'Streetwear chic', 'Vestido para salir', 'Ropa diaria', 'Mango estilo', 'Juvenil y divertida', 'Falda para todas las ocasiones', 'Urbana y moderna', 'Combinación perfecta']",26,50.0,9
75,Pantalones chinos azul oscuro slim fit de Ralph Lauren,2,21,juvenil,hombre,algodon,azul,smart casual,slim,daily,"Estos pantalones chinos azul oscuro slim fit de Ralph Lauren son ideales para una noche de fin de semana o para un día de trabajo. Con su tejido de algodon suave y fresco, te mantendrán cómodo durante todo el día. Además, su estilo smart casual los hace perfectos para combinar con una camisa blanca y un par de zapatos de cuero para una look elegante y relajado. Los detalles como la costura lateral y el bolsillo trasero con botón añaden un toque de sofisticación a este pantalón versátil.","['pantalones chinos', 'azul oscuro', 'slim fit', 'hombre', 'juvenil', 'moda urbana', 'smart casual', 'algodon', 'Ralph Lauren', 'pantalones para diario', 'ropa de calle', 'estilo relajado']",30,136.0,10
76,Pantalones de vestir gris lana Zara para caballero,2,17,adulto mayor,hombre,lana,gris,formal,regular,formal events,"Estos pantalones de vestir gris de lana son ideales para cualquier ocasión formal, ya sea un evento de gala o una reunión de trabajo importante. Con su corte regular y estilo clásico, ofrecen una elegancia masculina y sofisticada que nunca pasa de moda. Hechos con telas naturales de alta calidad, garantizan un confort y una durabilidad sin igual, mientras que el detalle de la costura y el diseño español de Zara le dan un toque de distinción y exclusividad. Perfectos para el hombre mayor que busca una ropa de invierno cálida y elegante.","['pantalones de lana', 'vestir formal', 'hombre mayor', 'gris oscuro', 'telas naturales', 'fiestas de gala', 'trabajo corporativo', 'ropa de invierno', 'elegancia masculina', 'clásico y sofisticado', 'diseño español', 'calidad Zara']",37,91.0,8
77,Camisa Slim de Algodón para Eventos Formales,1,2,adulto mayor,unisex,algodon,blanco,business casual,slim,formal events,"La Camisa Slim de Algodón para Eventos Formales es una prenda elegante y sofisticada perfecta para ocasiones especiales. Confeccionada con algodón de alta calidad, esta camisa blanca cuenta con un corte slim fit que se adapta a la perfección al cuerpo, ofreciendo un estilo business casual que es ideal para eventos formales. La camisa también presenta un toque de elegancia con sus sutiles rayas verticales que le dan un toque de sofisticación adicional. Es una excelente opción para adultos mayores que buscan una prenda cómoda y elegante para lucir en sus eventos más importantes.","['Camisa blanca para hombre y mujer', 'Ropa de negocios casual', 'Prendas de algodón', 'Camisas slim fit', 'Ropa para eventos formales', 'Moda para adultos mayores', 'Estilo Brooks Brothers', 'Camisas unisex', 'Prendas para ocasiones especiales', 'Ropa de alta calidad', 'Diseño elegante y sofisticado']",7,159.0,3
78,Shorts deportivos negros juveniles H&M,2,15,juvenil,unisex,denim,negro,sport,regular,gym,"Estos shorts deportivos negros de H&M son ideales para jóvenes que buscan una prenda cómoda y versátil para sus entrenamientos en el gimnasio. Confeccionados en denim negro de alta calidad, estos shorts tienen un estilo sport que les da un toque moderno y urbano. Además, cuentan con bolsillos laterales para llevar tus cosas personales y un cinturón ajustable para un ajuste perfecto. Son perfectos para combinar con una camiseta básica y zapatillas de deporte para un look completo y deportivo.","['Shorts de deporte', 'Ropa para gimnasio', 'Moda urbana juvenil', 'Denim negro', 'Estilo sport', 'Talla regular', 'Ropa unisex', 'Prenda para entrenar', 'Indumentaria para jóvenes', 'Shorts de verano', 'Ropa cómoda', 'Accesorio para fitness']",19,21.0,8
79,Camisa de gala roja slim para niño,1,6,niño,hombre,poliester,rojo,formal,slim,formal events,"Esta camisa de gala roja slim para niño es ideal para eventos formales y especiales. Confeccionada en poliéster de alta calidad, cuenta con un estampado sutil de rayas diagonales que le da un toque de elegancia y sofisticación. La marca Ralph Lauren garantiza un estilo inigualable y una comodidad sin igual, perfecta para que el joven caballero se sienta seguro y elegante en cualquier ocasión.","['ropa formal', 'camisas de niño', 'tuxedo rojo', 'poliéster', 'ropa de gala', 'estilo elegante', 'ropa para eventos especiales', 'Ralph Lauren', 'hombre joven', 'vestir con estilo', 'camisa slim fit', 'color rojo intenso']",30,666.0,5
80,Pantalones deportivos de algodón blanco para niños,2,20,niño,hombre,algodon,blanco,sport,regular,daily,"Estos pantalones deportivos de algodón blanco son ideales para niños que aman el deporte y la aventura. Con su estilo sport y su ajuste regular, son perfectos para entrenar o simplemente para jugar con amigos. Además, cuentan con un bolsillo trasero para guardar pequeños objetos y un cinturón elástico para un ajuste cómodo. Son la elección perfecta para un día de diversión y actividad en el parque o en la cancha.","['pantalones deportivos', 'algodón', 'blanco', 'niños', 'hombre', 'sport', 'moda urbana', 'ropa casual', 'pantalones cómodos', 'para entrenar', 'para jugar', 'estilo americano', 'marca Champion']",10,35.0,9
81,Pantalones de running azul Puma,2,22,adulto joven,hombre,poliester,azul,streetwear,regular,running,"Estos pantalones de running de Puma son ideales para aquellos que buscan combinar estilo y comodidad. Confeccionados en poliéster resistente y transpirable, cuentan con un ajuste regular y una longitud que llega justo por debajo de la rodilla. Además, presentan detalles reflectantes en las piernas para mayor visibilidad durante tus sesiones de entrenamiento nocturnas y un bolsillo lateral para llevar tus pertenencias personales de manera segura.","['pantalones deportivos', 'streetwear', 'azul oscuro', 'poliéster', 'cómodo', 'running', 'hombre', 'adulto joven', 'moda urbana', ' deporte', 'fitness', 'ropa deportiva']",29,76.0,8
82,Pantalones de jogging celestes para un look relajado,2,20,adulto joven,hombre,algodon,celeste,casual,regular,home,"Estos pantalones de jogging celestes son perfectos para un día relajado en casa o para hacer deporte. Hechos de algodon suave y transpirable, tienen un corte regular y una cintura elástica para un ajuste cómodo. Además, tienen dos bolsillos laterales para guardar tus pertenencias y un logotipo discreto de la marca H&M en la parte posterior. Son ideales para combinar con una camiseta blanca y zapatillas deportivas para un look casual y fresco.","['pantalones de jogging', 'celeste', 'algodon', 'casual', 'hombre', 'adulto joven', 'ropa para casa', 'comodo', 'sportwear', 'moda urbana', 'bajos', 'pantalones deportivos', 'ropa informal']",19,28.0,3
83,Pantalones deportivos abrigados para adulto mayor,2,14,adulto mayor,unisex,fleece,negro,sport,regular,casual,"Estos pantalones deportivos de fleece negro son perfectos para el adulto mayor que busca comodidad y abrigo durante sus sesiones de ejercicio. Con un ajuste regular y un estilo deportivo, son ideales para correr, hacer yoga o simplemente para un día casual al aire libre. Además, cuentan con detalles como bolsillos laterales para llevar tus pertenencias y un cinturón ajustable para un ajuste personalizado. Son una excelente opción para aquellos que buscan una ropa deportiva de alta calidad y estilo.","['pantalones deportivos', 'joggers abrigados', 'ropa para adulto mayor', 'unisex', 'fleece', 'negro', 'estilo deportivo', 'ajuste regular', 'uso casual', 'Gymshark', 'ropa para entrenar', 'pantalones para correr', 'vestimenta para yoga']",18,43.0,6
84,Leggings de entrenamiento blanco intenso,2,18,adulto joven,mujer,poliester,blanco,activewear,slim,gym,"Estos leggings de entrenamiento blanco intenso son perfectos para mujeres jóvenes que buscan un estilo activo y una comodidad extrema. Hechos de poliéster transpirable, están diseñados para mantenerla fresca y seca durante sus entrenamientos más intensos. Con un ajuste slim que realza la silueta, estos leggings son ideales para correr, hacer yoga o simplemente para un día en el gimnasio. Además, cuentan con un cinturón elástico para un ajuste seguro y una bolsa oculta para llevar sus pertenencias personales.","['Leggings para mujer', 'Ropa de deporte', 'Poliester transpirable', 'Blanco puro', 'Estilo activo', 'Ajuste slim', 'Para entrenamientos intensos', 'Marca Lululemon', 'Calidad premium', 'Para gimnasio', 'Ropa de running', 'Mujer joven', 'Moda deportiva']",25,124.0,7
85,Pantalones de running Puma para caballero,2,22,adulto mayor,hombre,spandex,blanco,sport,regular,running,"Estos pantalones de running Puma para caballero son ideales para aquellos que buscan combinar comodidad y estilo en su rutina de entrenamiento. Hechos de spandex, ofrecen una gran flexibilidad y libertad de movimiento, mientras que su color blanco les da un toque fresco y deportivo. Además, cuentan con detalles como cintura elástica y bolsillos laterales para guardar pequeños objetos, lo que los hace perfectos para salir a correr o hacer ejercicio en el gimnasio. Son una excelente opción para aquellos que buscan una ropa deportiva de alta calidad y duradera.","['pantalones deportivos', 'running', 'spandex', 'blanco', 'hombre', 'mayor', ' deporte', 'fitness', 'ropa deportiva', 'puma', 'pantalones cómodos', 'para correr', 'adulto mayor']",29,92.0,9
86,Leggings deportivos azul intenso para mujer,2,18,juvenil,mujer,spandex,azul,sport,slim,running,"Estos leggings deportivos azul intenso para mujer son perfectos para tu próximo entrenamiento de running. Confeccionados con spandex, ofrecen comodidad y flexibilidad para que puedas moverte con libertad. La marca Alo Yoga se asegura de que cada prenda sea de alta calidad y tenga un diseño moderno y elegante. Además, estos leggings cuentan con un cinturón elástico para un ajuste perfecto y un bolsillo oculto para guardar tus pertenencias mientras estás en movimiento.","['leggings deportivos', 'ropa de running', 'mujer juvenil', 'azul intenso', 'spandex', 'Alo Yoga', 'sport', 'slim fit', 'calentamiento', 'entrenamiento', 'actividad física', 'moda urbana', 'comfy wear']",3,73.0,5
87,Vaqueros Blancos de Moda Urbana para Niñas Lee,2,13,niño,mujer,denim,blanco,streetwear,slim,casual,"Estos vaqueros blancos de la marca Lee son perfectos para las niñas que aman la moda urbana y el estilo casual. Con su ajuste slim fit y su tela de denim de alta calidad, son ideales para un día en la escuela o para una salida con amigos. Además, tienen un estampado de flores discretas en la parte posterior y un botón de cierre con logo de la marca, lo que les da un toque único y personalizado. Son una excelente opción para cualquier niña que quiera estar a la moda y sentirse cómoda y segura.","['Ropa de niña', 'Vaqueros blancos', 'Moda urbana', 'Ropa casual', 'Slim fit', 'Denim de calidad', 'Lee original', 'Prendas para niñas', 'Streetwear femenino', 'Ropa para todos los días', 'Estilo juvenil', 'Moda actual']",23,59.0,10
88,Jogger Verde Urbana Champion,2,14,juvenil,mujer,algodon,verde,streetwear,oversize,gym,"La jogger verde urbana de Champion es ideal para tu próxima sesión de entrenamiento en el gym. Con su estilo streetwear oversize y su suave tela de algodón, te sentirás cómoda y fresca mientras te esfuerzas por alcanzar tus objetivos. La parte trasera cuenta con un bolsillo para guardar tus pequeños objetos personales, como llaves o teléfono, y su cintura elástica asegura un ajuste perfecto. Además, su color verde intenso es perfecto para hacer una declaración de moda en cualquier lugar que vayas.","['Ropa deportiva', 'Mujer juvenil', 'Streetwear', 'Oversize', 'Algodon', 'Verde intenso', 'Gym wear', 'Moda urbana', 'Champion', 'Joggers', 'Comfy', 'Fitness', 'Ropa casual']",10,45.0,2
89,Cuello alto celeste de invierno,1,5,adulto joven,hombre,rayon,celeste,elegant,regular,winter,"Esta camiseta de cuello alto en celeste es perfecta para el invierno, con su tejido de rayon suave y elegante. Tiene un diseño minimalista con pequeñas rayas diagonales en la parte superior, lo que le da un toque de sofisticación. Es ideal para combinar con un par de jeans o pantalones de vestir para una noche fuera con amigos o una cita especial. La marca Banana Republic garantiza la calidad y el estilo en esta prenda.","['cuello alto', 'celeste', 'invierno', 'elegante', 'rayon', 'regular', 'hombre', 'adulto joven', 'Banana Republic', 'ropa de abrigo', 'estilo urbano', 'moda otoño-invierno']",6,93.0,7
90,Pantalones cargo aventura para niños,2,16,niño,hombre,poliester,beige,utility,baggy,outdoor,"Estos pantalones cargo para niños de Zara son ideales para las aventuras al aire libre, con su tejido de poliéster resistente y su estilo utility que incluye múltiples bolsillos para llevar todos los accesorios necesarios. El color beige les da un toque neutro y versátil, perfecto para combinar con cualquier camiseta o chaqueta. Además, su corte baggy proporciona una comodidad extra para que los niños se puedan mover libremente. Con detalles como refuerzos en las rodillas y una cintura ajustable, estos pantalones están diseñados para soportar el uso diario y las actividades más exigentes.","['pantalones cargo', 'ropa para niños', 'estilo utility', 'telas resistentes', 'moda al aire libre', 'poliéster duradero', 'beige neutro', 'vestimenta cómoda', 'diseño práctico', 'para excursiones', 'outdoor', 'Zara kids', 'moda urbana infantil']",37,78.0,8
91,Jogger Blanco Casual de Mujer,2,14,adulto joven,mujer,poliester,blanco,casual,oversize,daily,"Disfruta del comfort y la libertad de movimiento con estos joggers blancos de mujer, ideales para un día de entrenamiento o simplemente para una salida casual con amigos. Hechos de poliester suave y ligero, estos pantalones tienen un ajuste oversize que te permitirá moverte con facilidad y comodidad. Con su estilo urbano y su diseño minimalista, estos joggers son perfectos para combinar con tus tops y zapatillas favoritas, y su precio asequible de 78 te permitirá lucirte sin gastar una fortuna. Además, cuentan con detalles como una cintura elástica y bolsillos laterales para guardar tus pertenencias personales.","['Ropa deportiva', 'Pantalones de mujer', 'Joggers blancos', 'Moda casual', 'Ropa para adultos jóvenes', 'Poliester suave', 'Prendas oversize', 'Ropa para diario', 'Adidas mujer', 'Pantalones cómodos', 'Estilo urbano', 'Ropa para correr', 'Pantalones para yoga']",2,78.0,9
92,Camisa de algodón verde con estampado de hojas para hombre,1,2,juvenil,hombre,algodon,verde,business casual,regular,formal events,"Esta camisa de algodón verde con estampado de hojas es perfecta para eventos formales o reuniones de negocios. Su tejido suave y transpirable te mantendrá fresco y cómodo durante todo el día. La camisa cuenta con un cuello alto y manga larga, lo que la hace ideal para ocasiones especiales. Además, su diseño moderno y elegante te hará destacar en cualquier reunión.","['camisa de algodón', 'verde oscuro', 'estampado de hojas', 'hombre juvenil', 'eventos formales', 'business casual', 'ropa de moda', 'H&M', 'camisa de manga larga', 'cuello alto', 'pulgar con botón', 'tejido suave', 'diseño moderno', 'ropa para fiestas']",19,34.0,9
93,Pantalones de running Fila Comfort,2,22,adulto mayor,hombre,spandex,blanco,sport,regular,running,"Los pantalones de running Fila Comfort son ideales para aquellos que buscan combinar estilo y comodidad en su ropa deportiva. Estos pantalones están hechos de spandex, lo que les da una gran flexibilidad y movimiento, y cuentan con un diseño sport que los hace perfectos para correr o hacer ejercicio. Además, tienen un corte regular y son blancos, lo que los hace versátiles y fáciles de combinar con cualquier parte superior. Son perfectos para los días de entrenamiento intensivo o para una sesión de running relajada.","['Pantalones deportivos', 'Ropa de running', 'Moda urbana', 'Ropa para hombre', 'Pantalones de spandex', 'Ropa cómoda', 'Pantalones blancos', 'Deportes', 'Fitness', 'Ropa para correr', 'Pantalones ligeros', 'Fila', 'Sport']",15,53.0,4
94,Camisa polo rosada slim fit para oficina,1,8,adulto mayor,unisex,algodon,rosado,casual,slim,office,"Esta camisa polo rosada de Uniqlo es perfecta para el adulto mayor que busca una prenda cómoda y elegante para la oficina. Con su estilo casual y slim fit, es ideal para combinar con un par de pantalones o una falda para un look profesional. La camisa cuenta con un pequeño estampado de flores discretas en tonos pastel que le dan un toque de frescura y juventud, y su tejido de algodón la hace transpirable y fresca para el día a día.","['camisa polo', 'rosado', 'slim fit', 'oficina', 'unisex', 'algodón', 'estilo casual', 'adulto mayor', 'Uniqlo', 'ropa de trabajo', 'camisa ligera', 'clásico', 'elegante']",35,34.0,9
95,Vaqueros verdes baggy para jóvenes,2,13,juvenil,hombre,denim,verde,casual,baggy,casual,"Estos vaqueros verdes baggy de H&M son perfectos para jóvenes que buscan una prenda cómoda y versátil. Con su tejido de denim de alta calidad y su estilo casual, son ideales para ocasiones informales, como un día en el parque o una noche con amigos. Además, su color verde fresco y joven les da un toque de personalidad y estilo, y su corte baggy les proporciona una comodidad extra. Se pueden combinar con una camiseta blanca y unas zapatillas deportivas para un look relajado y moderno.","['Vaqueros verdes', 'Ropa casual', 'Moda juvenil', 'H&M', 'Pantalones baggy', 'Denim verde', 'Estilo urbano', 'Ropa para hombres', 'Prenda casual', 'Verano', 'Invierno', 'Ocasiones informales', 'Pantalones cómodos']",19,50.0,9
96,Pantalones de running Fila Beige Sport,2,22,juvenil,unisex,poliester,beige,sport,slim,running,"Los pantalones de running Fila Beige Sport son ideales para aquellos que buscan combinar comodidad y estilo en sus sesiones de entrenamiento. Con su tela poliéster resistente y transpirable, estos pantalones te mantendrán fresco y seco durante tus corridas más intensas. Además, su diseño slim fit y el color beige claro les dan un toque de elegancia y versatilidad, permitiéndote usarlos tanto en el gimnasio como en la calle. La marca Fila garantiza la calidad y durabilidad de estos pantalones, que también cuentan con detalles como refuerzos en las rodillas y una cintura ajustable para un ajuste perfecto.","['pantalones jogging', 'ropa deportiva', 'beige claro', 'tela poliéster', 'diseño slim fit', 'para correr', 'moda juvenil', 'unisex', 'deporte al aire libre', 'running ligero', 'comodidad garantizada', 'estilo urbano']",15,74.0,10
97,Turtleneck café con toque de invierno,1,5,juvenil,unisex,algodon,cafe,minimalist,slim,winter,"Este turtleneck café de Zara es la prenda perfecta para el invierno. Con su diseño minimalista y su ajuste slim, es ideal para aquellos que buscan una ropa cómoda y versátil. El algodón suave y la coloración café clara le dan un toque de elegancia y sofisticación, mientras que el cuello alto protege del frío. Además, presenta un pequeño estampado de rayas finas en el pecho, lo que le da un toque de personalidad y estilo.","['Ropa de invierno', 'Tops juveniles', 'Unisex', 'Algodón suave', 'Café claro', 'Minimalista', 'Slim fit', 'Zara original', 'Moda urbana', 'Prenda básica', 'Tendencia otoño-invierno', 'Regalos para adolescentes']",37,62.0,2
98,Sweater Morado Abuelo de Ralph Lauren,1,7,adulto mayor,unisex,lana,morado,minimalist,oversize,winter,"Este sweater morado de lana pura es perfecto para los días fríos de invierno, con un estilo minimalista y un corte oversize que lo hace muy cómodo y elegante. La lana utilizada es de alta calidad, lo que garantiza un abrigo óptimo y un tacto suave en la piel. Además, cuenta con un estampado sutil de pequeños rombos que le dan un toque de distinción y sofisticación, haciendo que sea ideal para salir a caminar o para una noche tranquila en casa con amigos y familiares.","['ropa de invierno', 'sweater oversize', 'lana pura', 'estilo minimalista', 'color morado profundo', 'unisex', 'adulto mayor', 'marca premium', 'Ralph Lauren', 'abrigado', 'cómodo', 'elegante', 'para días fríos']",30,83.0,1
99,Falda Verde Esmeralda para Niñas,2,19,niño,mujer,algodon,verde,formal,slim,daily,"La falda verde esmeralda para niñas de H&M es una prenda básica y elegante que puede ser utilizada para ocasiones especiales o simplemente para un día en la escuela. Confeccionada con algodón suave y un ajuste slim, esta falda es perfecta para niñas que buscan una combinación de comodidad y estilo. La falda cuenta con un estampado de flores pequeñas en tonos pastel que le dan un toque de frescura y juventud, y su longitud es ideal para combinar con zapatos de vestir o con zapatillas deportivas.","['falda para niñas', 'verde esmeralda', 'algodón suave', 'estilo formal', 'ajuste slim', 'uso diario', 'moda urbana', 'ropa para niñas', 'H&M', 'prendas básicas', 'vestuario escolar', 'ocasiones especiales']",19,24.0,5
100,Sudadera deportiva azul oversize Champion,1,4,adulto mayor,unisex,fleece,azul,sport,oversize,casual,"La sudadera deportiva azul oversize de Champion es perfecta para aquellos que buscan comodidad y estilo en su ropa casual. Confeccionada en fleece suave y cálido, esta sudadera es ideal para días frescos y cuenta con un diseño oversize que garantiza un ajuste cómodo. Además, su color azul marino intenso y su estilo deportivo la convierten en una excelente opción para hacer ejercicio o simplemente para salir con amigos. La sudadera también cuenta con una capucha ajustable y bolsillos laterales para llevar tus pertenencias personales.","['Sudaderas de fleece', 'Ropa deportiva', 'Moda casual', 'Champion', 'Azul marino', 'Tallas grandes', 'Unisex', 'Adultos mayores', 'Ropa confortable', 'Sportwear', 'Oversize', 'Sudaderas con capucha']",10,37.0,8
